,Ticket,Problem_Abstract,Ticket_Type,Team,Ticket_Opened_Date,Ticket_Closed
1694,307111327,"GTAC authentication is down for MRS, ADI and AVPN customers  - GTAC site is down as well ",User,"GTAC - Account issues, password change",1/26/2022 21:01,1/27/2022 21:04
1695,307111625,Unable to login to any devices using GTAC ,User,GTAC - Other,1/26/2022 21:08,1/27/2022 14:12
1696,307111730,"Unable to authenticate to DOJ routers (IOS devices). We can log into Firewalls but get ""Authorization request DENIED"" from IOS devices. ",User,GTAC - Other,1/26/2022 21:12,1/27/2022 20:56
1697,307111787,"MAIN GTAC TICKET - Unable to login to devices - Authentication passed, Authorization Failed",User,GTAC - Other,1/26/2022 21:13,2/1/2022 13:11
1698,307112008,Attn: FFLOW - Move Team - CR for Restricted Account,User,Global Delivery Data & Analytics,1/26/2022 21:22,2/4/2022 13:19
1699,307112237,DTAC webpage is down/ ,User,GTAC - Other,1/26/2022 21:31,1/27/2022 21:13
1700,307112780,Not able to add attachments in Express Ticketing ,User,Express Ticketing,1/26/2022 21:49,1/28/2022 21:17
1702,307121330,On GTAC: Domain Group Access having errors Access forbidden! You don't have permission to access the requested object.  ,User,"GTAC - Account issues, password change",1/27/2022 0:55,2/1/2022 13:12
1703,307122558,"Everyone lost access to switches - authentication problems.  After everyone else was working, I was still having the same problem.   ",User,"GTAC - Account issues, password change",1/27/2022 1:59,1/27/2022 2:39
1704,307122684,My MechID is no longer showing in my list of IDs.  ID is m15762. ,User,"GTAC - Account issues, password change",1/27/2022 2:05,1/27/2022 2:37
1706,307131264,.cfg files not available on the poller,User,ACTION Suite - Other,1/27/2022 11:28,2/7/2022 12:52
1707,307133372,Get an Error-Message when Changing PWD ,User,"GTAC - Account issues, password change",1/27/2022 13:19,1/30/2022 16:45
1709,307133922,Please investigate why mechID m15762 keeps transferring to Mark Hiers ,User,"GTAC - Account issues, password change",1/27/2022 13:46,2/1/2022 18:34
1710,307134550,ISE IGA EMEA | Device Add,User,CISCO ISE - Network Device Update/Add/Delete,1/27/2022 14:16,2/1/2022 2:20
1711,307134637,ISE IGA EMEA | Device Add,User,CISCO ISE - Network Device Update/Add/Delete,1/27/2022 14:18,2/1/2022 2:21
1712,307134727,"SCR Gruppo Editoriale audit 2022 - GTAC audit reports and GTAC ip and port matching PrintScreen required - Due date 28.01.2022, 13:00 CET ",User,GTAC - Audit or GTAC report data,1/27/2022 14:23,1/27/2022 15:31
1713,307135761,"Unable to login to Kyndryl infoblox grid, says invalid login. ",User,GTAC,1/27/2022 15:08,1/28/2022 22:10
1714,307135726,mechID issue,User,"GTAC - Account issues, password change",1/27/2022 15:09,1/28/2022 9:23
1717,307145315,TACACS failing for Amtrak to xxxxxxx /  xxxxxxx - this happened last week too ,User,GTAC - Other,1/27/2022 19:38,2/1/2022 19:49
1718,307146230,"Please remove these four orders from Retail WIP reporting. 1484379, 1487337, 1483815, 1483736",User,Global Delivery Data & Analytics,1/27/2022 20:08,2/3/2022 22:02
1719,307147049,Attn: Alex Pierce - HALODO - Add Column - Special Handling Notes,User,Global Delivery Data & Analytics,1/27/2022 20:40,1/27/2022 21:48
1720,307147565,"xxxxxxx/#!/home I am getting an error trying to change my GTAC Password. I only have until Feb 2nd to change it, but the software is giving me a fatal error: Call to undefined method MDB2_ErrorPEAR_Error() in /opt/gtac/include/php/MDB2.p",User,"GTAC - Account issues, password change",1/27/2022 20:59,1/29/2022 0:41
1722,307149200,REC SVC LINE AND TROUBLE DESCRIPTION STILL NOT POPULATING FOR ADI TICKETS MADE IN ET...,User,ExpressTicketing (Internal),1/27/2022 21:58,1/28/2022 21:49
1723,307149448,GTAC Issue,User,GTAC - Other,1/27/2022 22:06,2/1/2022 22:38
1725,307151984,The link to ART does not see to work.  Where did this function move to ?,User,ACTION Web,1/27/2022 23:58,1/28/2022 0:34
1726,307153442,Unable to login to switches,User,"GTAC - Account issues, password change",1/28/2022 1:22,2/15/2022 16:56
1727,307161780,ISE Amagen | M and T Log Processor not running : Server=usas11dc-ise2-app,User,Cisco ISE,1/28/2022 10:45,2/1/2022 11:12
1728,307163766,GTAC_Domain_Access_Revocations_Report ,User,GTAC,1/28/2022 13:45,1/28/2022 14:02
1729,307165268,Please remove the following Domain Names as SSA is no longer a customer of MSS,User,GTAC - Other,1/28/2022 14:57,1/28/2022 15:33
1730,307166021,"In the Ethernet Provisioning tool, the EAN's are not being sent out. When submitting, it shows success, but the recipient does not receive the notice...this issue is center wide",User,Unified Desktop (UD),1/28/2022 15:31,1/28/2022 20:01
1731,307166084,ART (Action Realtime) link on main page does not work.,User,ACTION Web,1/28/2022 15:33,1/28/2022 16:06
1732,307167758,True Request for the Log parsing and Qbot,User,TRUE (Ticket Rules Update Engine),1/28/2022 16:27,9/22/2022 9:10
1733,307168221,Requesting alarm suppression for State Farm Insurance starting on Friday (01/28/22) at 7pm CT until 6am CT on Monday (01/31/22).,User,SMARTS/GFP_CPE,1/28/2022 16:41,1/31/2022 15:15
1734,307173746,"When user click on the MSS Tools within Business Direct, the user is immediately logged off.   User ID departde4  ",User,Managed Security Services Tools Platform (MSSTP),1/28/2022 18:08,2/4/2022 18:18
1735,307174183,GTAC access approver rights ,User,GTAC - Other,1/28/2022 18:22,1/28/2022 19:08
1736,307175493,Attn Mohan - FFLOW Org 240 - Recovered Revenue Value Update Request ,User,Global Delivery Data & Analytics,1/28/2022 19:07,2/1/2022 16:54
1737,307180472,ISE Altria | pointing to the wrong port for syslog to qradar,User,Cisco ISE,1/28/2022 22:15,1/31/2022 15:24
1738,307182105,Request to remove access DC200a ,User,GTAC,1/28/2022 23:28,1/29/2022 0:14
1740,307189047,ISE IBM IGA | Add the controller to the Cisco ISE radius servers,User,CISCO ISE - Network Device Update/Add/Delete,1/29/2022 8:51,2/9/2022 4:28
1741,307189351,Getting error when trying to take ticket from UTM,User,Unified Desktop (UD),1/29/2022 9:25,1/30/2022 17:35
1742,307194490,"managed router not accessible via SSH from primary, works from backup. ping works. snmp also not working ",User,SMARTS/GFP_CPE,1/29/2022 16:52,1/31/2022 17:21
1743,307198853,unable to access or ping router from primary poller; able to do so from backup poller. ,User,SMARTS/GFP_CPE,1/29/2022 23:00,2/14/2022 16:43
1744,307216929,All UA agent from Cyberjaya center unable to pull ticket via UTM. ,User,UTM master ticket,1/31/2022 0:42,2/4/2022 0:58
1745,307218634,Unable to fetch tickets via UTM ,User,Unified Task Management System (UTMS),1/31/2022 3:53,2/4/2022 9:24
1746,307224756,Grand audit report,User,GTAC,1/31/2022 11:40,1/31/2022 11:59
1747,307225790,Alerts are generating for 2Seconds hits on LTE circuits ,User,GESS SDWAN Support - Other,1/31/2022 13:14,1/31/2022 15:52
1749,307225938,UTM not currently assigning tickets ,User,Unified Task Management System (UTMS),1/31/2022 13:26,1/31/2022 15:55
1750,307227545,Automation issue - TQI/AQE rule issue ,User,TRUE (Ticket Rules Update Engine),1/31/2022 14:53,9/22/2022 9:08
1751,307228420,Please confirm the devices below are whitelisted Engage on site LCM - Blanca Esparza -xxxxxxx - xxxxxxx ,User,Cisco ISE,1/31/2022 15:21,1/31/2022 18:12
1753,307229678,"UD - Slowness for all actions (refresh, update, load, etc)",User,Unified Desktop (UD),1/31/2022 16:04,1/31/2022 17:07
1754,307230794,Need access to Telnet into Switch.  See details below ,User,GTAC - Other,1/31/2022 16:37,1/31/2022 21:46
1755,307231182,remove  GTAC domain groups from  Group Role Access requests,User,GTAC,1/31/2022 16:49,1/31/2022 23:49
1757,307233823,Urgent addtac update needed. Access-list 13 needs to be modified.  ,User,ADDTAC - Other,1/31/2022 18:13,1/31/2022 23:49
1759,307236538,Email received that it was time to change password for ca1176 ,User,"GTAC - Account issues, password change",1/31/2022 19:33,2/1/2022 20:31
1760,307238126,add IP of WLC i9w-wc-c1 - IP change is scheduled  ,User,CISCO ISE - Network Device Update/Add/Delete,1/31/2022 20:21,2/5/2022 0:20
1761,307238579,ISE IBM IGA | add IP of WLC i9w-wc-c1 - IP change is scheduled ,User,CISCO ISE - Network Device Update/Add/Delete,1/31/2022 20:39,2/5/2022 0:21
1762,307238787,ISE IBM IGA | add IP of WLC k2y-wc-c1a - IP change is scheduled,User,CISCO ISE - Network Device Update/Add/Delete,1/31/2022 20:44,2/5/2022 0:20
1763,307239281,GTAC Domain Membership Access Requested on 1/20/22,User,GTAC,1/31/2022 21:02,1/31/2022 22:04
1764,307240211,Cannot enable on automation ID on Wolters Kluwer domain ,User,"GTAC - Account issues, password change",1/31/2022 21:35,2/2/2022 23:53
1765,307241118,"Read only for STATE_KY, should have read write access",User,Unified Desktop (UD),1/31/2022 22:08,2/10/2022 17:35
1766,307243090,unable to auto pick in UD with the ITL button. Getting error message No tickets are available.   ,User,Unified Desktop (UD),1/31/2022 23:30,2/21/2022 15:25
1767,307243673,One Button Test & ATTU Stage execution are failing.  ,User,"ServiceNow Day 2 Support - ATTU (Automated TTU, OneButton)",1/31/2022 23:55,2/1/2022 19:54
1768,307251534,GTAC report,User,GTAC,2/1/2022 8:56,2/2/2022 10:34
1769,307255013,Blackout ticket for migration - Move to rv2453,User,SMARTS/GFP_CPE,2/1/2022 12:52,2/18/2022 9:37
1771,307256100,When customer creates ticket via Express Ticketing for Asset ID MTP-HUD-ASA-HA01 the functional area is incorrect. It creates it for REMPRO. The functional Area should be ACCUWAN. Please reach out to bp311a if you have any additional questions.,User,ACTION Integrated Look Up,2/1/2022 13:58,2/15/2022 17:51
1772,307256300,Domain Group Access Request: Autozone:  Co-Managed vEdge & cEdge Domain Request ,User,"GTAC - Account issues, password change",2/1/2022 14:09,2/10/2022 15:52
1773,307256780,GTAC terminated account to be reactivated ,User,"GTAC - Account issues, password change",2/1/2022 14:31,2/1/2022 20:10
1775,307258350,Urgent addtac update needed. Access-list 13 needs to be modified.  ,User,ADDTAC - Other,2/1/2022 15:36,2/5/2022 9:56
1776,307260806,RSA passcode is not working for any of the ADIG routers - urgent,User,GTAC - Other,2/1/2022 16:58,2/5/2022 0:28
1777,307262726,Please assign this request to Derek Pang,User,Global Delivery Data & Analytics,2/1/2022 18:03,2/2/2022 17:37
1778,307267308,Attn: Mohan - BOE BMOR Updates in FFLOW,User,Global Delivery Data & Analytics,2/1/2022 20:27,3/7/2022 13:42
1780,307271209,"After noting a BMP ticket, my screen display is changed, scrunched up. I cannot work this way. ",User,Unified Desktop (UD),2/1/2022 22:47,2/2/2022 0:10
1781,307271238,Lost access to several pollers,User,SMARTS/GFP_CPE,2/1/2022 22:47,2/2/2022 22:35
1782,307274793,C2W | xxxxxxx/v3/#lookup access issue ,User,ACTION Web,2/2/2022 1:37,2/2/2022 8:29
1783,307274964,Orders are failing in One Button test / ATTU ,User,"ServiceNow Day 2 Support - ATTU (Automated TTU, OneButton)",2/2/2022 1:58,2/2/2022 19:48
1785,307282108,We are getting duplicate tickets for same event for SDWAN customers ,User,GESS SDWAN Support - Other,2/2/2022 10:34,2/7/2022 9:32
1786,307284512,unable to change password on xxxxxxx/#!/home ,User,"GTAC - Account issues, password change",2/2/2022 13:31,2/2/2022 13:56
1787,307284740,Getting tickets for alarms that we don't remember seeing before migration to new pollers.,User,SMARTS/GFP_CPE,2/2/2022 13:47,3/28/2022 9:23
1788,307284863,Smoothing interval for Shneider Electric is not working properly. Incident ticket got created for 2 min outage,User,GESS SDWAN Support - Other,2/2/2022 13:58,2/9/2022 12:03
1789,307285392,IBM CIO SDWAN || AP || Singapore ||SD-WAN8 || APSG-00Q-VSMT-S01 High CPU load triggered: 93.40% || now came down to 79.46% but not stable still going up/down ,User,GESS SDWAN Support - Other,2/2/2022 14:23,2/3/2022 11:56
1790,307287205,Down Devices Not Working Correctly ,User,iGEMS-NG (NextGEMS),2/2/2022 15:38,2/16/2022 22:14
1791,307287862,GTAC access needs to be removed ,User,"GTAC - Account issues, password change",2/2/2022 16:00,2/5/2022 9:55
1792,307287744,please remove gtac access ,User,"GTAC - Account issues, password change",2/2/2022 16:01,2/3/2022 1:47
1793,307288738,IBM || CIO || EMEA || Frankfurt || Germany|| SD-WAN8 || EMDE-IMFR-VSMT-S01 High CPU load triggered: 90%,User,GESS SDWAN Support - Other,2/2/2022 16:30,2/8/2022 10:04
1794,307289185,WPP - enable new syslog ticketing for IOSXE_PEM-3-PEMFAIL,User,SMARTS/GFP_CPE,2/2/2022 16:47,4/1/2022 11:05
1796,307290142,NO proactive tickets are cutting for S0134-HUB ,User,GESS SDWAN Support - Other,2/2/2022 17:16,2/11/2022 16:51
1797,307292526,Not able to login on device  ,User,"GTAC - Account issues, password change",2/2/2022 18:29,2/2/2022 18:39
1798,307293488,AT&T ETS Unable to E-Bond with DSR (Third party vendor).,User,Unified Desktop (UD),2/2/2022 19:01,2/2/2022 21:05
1799,307293911,Monitor filebeat service on new servers in ELK,User,NagiosXI,2/2/2022 19:05,2/3/2022 11:32
1800,307294439,Mecid non-lockable request ,User,GTAC,2/2/2022 19:25,2/2/2022 20:21
1801,307295207,Please remove GTAC access ,User,"GTAC - Account issues, password change",2/2/2022 19:51,2/2/2022 20:14
1803,307303675,deactivate gtac account  USDA users as per detail,User,GTAC,2/2/2022 23:30,2/8/2022 10:34
1804,307303765,Missing NGGNI Order,User,Service Assurance Data & Analytics,2/2/2022 23:36,3/8/2022 10:13
1805,307303979,uid not found in gps,User,ACTION Integrated Look Up,2/2/2022 23:44,2/13/2022 12:50
1806,307309195,"I have tried reset my password from the GTAC tool, i am able to type new password but i am not able type confirm password, and my account is locked, could you pls help me to unlock my account. ",User,"GTAC - Account issues, password change",2/3/2022 4:51,2/4/2022 3:32
1807,307313012,GTAC - Grant Domain Report ,User,GTAC,2/3/2022 8:21,2/3/2022 9:12
1808,307313111,GTAC - Grant Domain Audit Report,User,GTAC,2/3/2022 8:26,2/4/2022 3:34
1809,307315751,"user(mb913y) cannot unlock a team member from the ticket, please check his UD profile, as compared to mine(dr088n) ",User,Unified Desktop (UD),2/3/2022 10:14,2/10/2022 9:01
1810,307316826,Need to check Smoothing interval for OPPENHEIMER - SD_FAHN ,User,GESS SDWAN Support - Other,2/3/2022 11:24,2/8/2022 15:59
1811,307317666,dm286h has her GTAC locked starting today ,User,"GTAC - Account issues, password change",2/3/2022 12:23,2/7/2022 9:31
1812,307317983,CLD284/pr_aero: Please add 'TicketSibling' field into AERO data model,User,Global Delivery Data & Analytics,2/3/2022 12:39,2/15/2022 21:50
1813,307317956,eCEP 453795 - Remove devices from VOYENCE ,User,INCM (Voyence),2/3/2022 12:43,2/9/2022 9:14
1814,307318560,Smoothing interval not working for SD_KCOB ,User,GESS SDWAN Support - Other,2/3/2022 13:12,2/23/2022 9:01
1815,307319697,Who is the Owner of this tool? ,User,iNote,2/3/2022 14:13,2/3/2022 14:50
1816,307319842,Who is the Owner of this tool? Is anyone using it? ,User,MDB Post-It,2/3/2022 14:20,2/3/2022 22:15
1817,307319907,Fluor ISE Device add,User,CISCO ISE - Network Device Update/Add/Delete,2/3/2022 14:25,2/4/2022 20:53
1818,307319886,Please check and fix the Smoothing interval for NFI Customer (Org Group : SD_NFIB) ,User,GESS SDWAN Support - Other,2/3/2022 14:25,2/8/2022 10:05
1819,307321346,Vmanage usnc-atdu-vmang-m01 need Code upgrade into 20.3.5  | Ref AOTS#306795831 ,User,GESS SDWAN Support - vManage (IBM & Kyndryl),2/3/2022 15:19,2/3/2022 15:38
1822,307325021,Unable to see Domain Group Access Request ,User,GTAC - Other,2/3/2022 17:17,3/3/2022 16:51
1823,307325392,Attn: Mohan - IPTF Salesforce Pre-Ordering to PBI Report,User,Global Delivery Data & Analytics,2/3/2022 17:29,3/3/2022 23:11
1825,307326777,"Seeing false alerts, need to have the device rediscovered in SMARTS.",User,SMARTS/GFP_CPE,2/3/2022 18:10,2/3/2022 21:51
1826,307327500,Vitalnet server down ,User,VitalNet Problems or Errors,2/3/2022 18:31,2/3/2022 22:44
1827,307331600,"Access terminated, cannot submit new request for RESTORATION w/mgr. approval",User,"GTAC - Account issues, password change",2/3/2022 20:41,2/4/2022 14:40
1830,307335636,"GTAC Domain User Export - ""MSS_WarnerMedia_RADIUS""",User,GTAC,2/3/2022 23:02,2/3/2022 23:49
1831,307339379,Suppress all Alarms for Unisys Irvine CA site,User,SMARTS/GFP_CPE,2/4/2022 2:10,2/8/2022 16:38
1832,307351842,Need new account created for DHL employee read only TACACS access  ,User,GTAC,2/4/2022 15:23,2/4/2022 15:47
1834,307353333,GTAC Sponsored IDs need to removed for Astellas Pharma project ,User,GTAC,2/4/2022 16:21,2/15/2022 17:51
1835,307354730,Requesting alarm suppression for State Farm Insurance starting on Friday (02/4/22) at 7pm CT until 6am CT on Monday (02/7/22).,User,SMARTS/GFP_CPE,2/4/2022 17:02,2/7/2022 17:08
1836,307355920,Attn: Mohan - 237 FlexMACD - Need a  New TL add and one removed,User,Global Delivery Data & Analytics,2/4/2022 17:41,2/4/2022 19:16
1837,307355981,Need to disable GTAC access for the following users ,User,GTAC,2/4/2022 17:43,2/4/2022 18:14
1838,307355993,Please restore Luis Vega - lv1991 GTAC,User,"GTAC - Account issues, password change",2/4/2022 17:44,2/8/2022 16:32
1839,307357832,URGENT need to have two new agents added to the MACD FFLOW ,User,Global Delivery Data & Analytics,2/4/2022 18:47,2/7/2022 16:16
1840,307359526,Add a column in PBI ,User,Global Delivery Data & Analytics,2/4/2022 19:48,2/9/2022 20:54
1841,307360108,Reassign GTAC Account ownership ,User,GTAC,2/4/2022 20:09,2/4/2022 21:05
