Ticket,Problem_Abstract,,
308547158,PIRATES AT MILWAUKEE BREWERS 7/8/22 8AM - 7/11/22 5AM,,
308547169,PIRATES AT MIAMI MARLINS 7/11/22 84M - 7/15/22 5AM,,
308547820,PIRATES AT MIAMI MARLINS 7/11/22 8AM - 7/15/22 5AM,,
308580824,Please add SVS-ENG-Disconnect  to RPTChangeControlvolume[Successful closed Day 2 change %] measure,,
308580218,MRS CUBE - Asset Purchase price,,
308547822,PIRATES AT COLORADO ROCKIES 7/15/22 8AM - 7/18/22 5AM,,
308547839,PIRATES AT BALTIMORE ORIOLES 8/5/22 8AM - 8/8/22 5AM,,
308547841,PIRATES AT BALTIMORE ORIOLES 8/5/22 8AM = 8/8/22 -5AM,,
308548353,PIRATES AT ARIZONA DIAMONDBACKS 8/8/22 8AM - 8/12/22 5AM,,
308548355,PIRATES AT SAN FRAN GIANTS 8/12/22 8AM -  - 8/15/22 5AM,,
308548356,PIRATES AT SAN FRAN GIANTS 8/12/8AM - 8/15/22 5AM,,
308548361,PIRATES AT PHILA PHILLIES 8/26/22 8AM - 8/28/22 6AM,,
308548369,PIRATES AT CINCINNATI REDS 9/12/22 8AM -9/15/22 5AM,,
308577506,OSCARS 2022 - RED CARPET EVENT 3/27/22 1200 - 0000,,
308580024,ESPN - TENN va VANDERBILT BASEBALL 4/1/22 1500 - 4/2/2 1AM,,
308580027,ESPN SEC GEORGIA vs ALABAMA BASEBALL 4/2/22 1300 - 2100,,
308491941,V220300183 1Gbe NBA TV Detroit Pistons vs Orlando Magic 3/17,,
308548352,PIRATES AT ARIZONA DIAMONDBACKS,,
308584695,GTAC user email address update,,
308052575,**ADS 194037 & 194038 Due 2/21- LDVMG Transport: Sinclair Tennis Channel  WMS# 222308496  & WMS#  222404538,,
308458078,"Add customer ""IBM Ameriprise Financial Inc"" for mechid ""m16631""

",,
308547833,PIRATES AT CHICAGO CUBS 7/25/22 8AM - 727/22 5AM,,
307294961,**DTV EL SEGUNDO LA4/11 - LA01AP/26<WFA/LEC# SB044650 / NERS# 22NERS669427>DWN,,
308220390,**GREAT AMERICAN BALLPARK  SWCNT1,,
308468172,"Unable to login, Getting error 'Login incorrect. Please try again...'

",,
308465704,"Create Order List - 7980334 still open

",,
308465452,KSCYMOMDX01AP 2 10GbE MPLSMNMDX01AP 1 BFEC504640,,
308486273,change DM8000  Lec tkt # CG000404,,
308588267,PORTLAND TRAIOLBLAZERS GAME # 74 MODA CENTER,,
308491628,IOWA Switch Controller Circuits Down,,
308505169,Power shutdown for Whitacre Tower 3/18 - 3/21,,
308397430,No Alerts on Switch device (USDXCADENPA01S0007-01 / DENVSS ) Standby unit is silent rebooted on 08/03//2022 at 1:00 AM TO 2:00 AM EST in between ,,
308215155,"no auto ticket for BHAGUBBAHBH01R01

",,
308350893,"TWB Portal - Broken After NA Server Maintenance 

",,
308305613,"Hi Team,  when i am loging in any device or poller getting Error(bug) in middle or starting. kindly check any profile issue.


",,
307798980,"Other assets appearing in ticket for Smiths IOSSGN0416 see AOTS 307762162

",,
308578752,"CHKPT-KDE-GAIA182 went down 4 hours ago and no auto ticket was generated

",,
307027107,BRAIN Refresh Incomplete From 22Jan2022,,
308572892,2 AOTS tickets for the same event,,
308398199,PCI 13934 MARCH22ND 4AM-7AM ET,,
308456518,13932 MAR22ND 1:00AM-3 AM ET,,
308522337,PCI22468 MAR 21ST 11:55PM MAR22 6 AM CT,,
308574810,"MPLS circuit has been down on USDOWCILDMI01R02 since FEB  2022 , however we are not seeing any ticket seems last ticket was closed by GOLIATH

",,
308221826,PCI =  13919...Mar  8 2022  1:00AM (ET) - Mar  8 2022  4:00AM (ET),,
308087967,PCI =  22424...Mar  9 2022 11:30PM (CT) - Mar 10 2022  6:00AM (CT),,
308074090,PCI =  13904...Mar  3 2022 12:30AM (ET) - Mar  3 2022  1:30AM (ET),,
307681531,Access request,,
308589186,"Need 2FA  for external customer User to access  Cisco SD-WAN Vmanage device of Autozone. 

",,
308594827,"user account says terminated. 

",,
308257974,"Unable to create trouble ticket for MACD Request

",,
308519027,Auto detect ticket created as router down Asset ID :SGKGSASIN0001RExample Ticket#308494465,,
308062433,"ATTU/OB Automation is failing on INSTAR API

",,
307691855,"OB test failing at Internet Activation

",,
308615471,Reference V191200146,,
308617954,Reference V191200170,,
308617970,Reference V200200066,,
308618503,Reference V200200067,,
308618506,Reference V200200068,,
308618511,Reference V200200069,,
308474798,"GPS UAT signon request for gf7932 on 03/07 was approved a few days later.  Downloaded GPS UAT application and Global Logon attuid/password is not accepted

",,
308488848,"Outside move Workflow opens HOIP task and Apply SID task at the same time.

",,
308441888,"WFM Task ID 78750761 not going ready for DTAC to complete

",,
308590344,"False alarm 

",,
308620342,Turner Entertainment PEGAD CBS V220200259 NCAA March Madness San Antonio,,
308472239,"Generate Pick List tasks not auto closing

",,
308488705,"Standard Interval  date is mandatory field for IBM Bolton and cannot be field by SR Template.

",,
308465115,"Hello Team, 
I'm unable to cancel an SR# per reason: Cancellation not allowed. Please assist with cancelling. 

",,
308463014,"Hi team, could you please change site ID on attached devices to IBYLMICDE02 ?

",,
307452719,"ISE AES | Please implement this change on 2/17 at 5pm EST, the change will be approved by AES. Thank you ",,
308584179,Request to monitor filebeat instances on new DMS for Lilly,,
308102464,"Campbells account will need to add Checkpoint devices, need to understand capabilites of the toolset

",,
308338755,"PAL unable to calculate Shape rate for WAN sub-interface

",,
308605838,PCI22472 MAR23TH 11:59PM-MAR24TH6 AM ET,,
308605840,PCI13951 MAR23RD 2AM-3AM ET,,
308612321,PCI 22468A MAR22 11:55 PM CT-MAR23RD 6AM CT,,
308500389,PCI13946 MAR23RD 12:30AM-2:30 AM,,
308618762,"No device down alarm for USANTDSPRTX0101UJZZ01

",,
308640308,BFEC517157,,
308643275,Comerica Q1 MRS router password refresh,,
308571589,ISE AES | unable to download and install ISE compliance module from all ASA's,,
307409844,Need device blocked from ticketing SL1DC05ESGSM.DC.SWST.ATT.COM,,
308074082,syslog_ng on rlpv1289.gcsc.att.com not forwarding messages from certain assets to client syslog server.,,
308459397,"Change Account Type 

",,
308642210,This ticket is continuation of ticket # 239363,,
307695128,Wholesale Data Needed for Power BI Reporting,,
308500460,"Please close Verify Required Eng Tasks Complete - 7698697

",,
308399332,PCI 22327 MAR 24TH-25TH 9AM-6 AM ET,,
308515793,"PIM told that my name is not available in GPS and could not assign to SR task

",,
308609819,MLB - APPLETV TEST 3/22/22 11AM - 1800,,
308474764,"Asset Records updates on spread sheet 03/16/2022

",,
308609823,MLB APPLETV TEST 3/22/22 11AM - 1800,,
308610718,MLB APPLE TV TEST 3/23/22 930 - 1600,,
308609813,MLB - APPLETV TEST 3/22/22 11AM - 1800,,
308521924,HALO ATTUID,,
308505770,"Asset Records updates on spread sheet 03/17/2022

",,
308614788,REMOVAL OF SCUBA AT T-MOBILE ARENA,,
308517205,"Please reopen ''Initiate Equipment Retrieval'' task its auto closed by SNOW. Still the retrieval is not completed. 

",,
308648219,"DTV Disentanglement:  Remove 2 accounts

",,
308490926,"Please re-open SR#7770440

",,
308611236,MLB APPLETV TEST 3/23/22 930AM - 1600,,
308610712,BALLY SPORTS DETROIT PISTONS 3/29/22 1200 - 0000,,
308641550,BALLY SPORTS DETROIT/DUCKS 3/26/22 1430 - 3/27/22 130AM,,
308642166,TEXTING -  FOX CHARLOTTE - FOX PICO 3/23/22 8AM - 3/25/22 2330 X30,,
308649237,Change Reference V220300266,,
308641560,CBS EVANSVILLE PEGAD 3/26/22 1300 - 1800 X30,,
308588110,V2111000389 # 84922(NEW#),,
308649609,Reference V220300261,,
308649941,v220200258 ATT Center Arena,,
308649950,CBS v220300059 Ford Center S3 portable,,
308510676,BFEC507394 LLDP bouncing.,,
308501382,NHRA Virginia Motorsports Park,,
308455710,"Please remove canceled SRs from ip5480 Inbox

",,
308610723,MLB APPLE TV TEST 3/23/22 930 - 1600,,
308049133,"unable to close / NA task open in Cancelled workflow in GPS

",,
308244042,Radius configuration for KYN Voice EOM,,
308620224,Please implement this change on 3/23 at 10am EST. the change will be approved by AES. the MDS is attached. thank you ,,
308653924,"Getting error viewing UD tickets after clearing Cache and Cookies following the UD Configuration Deployment

",,
308653634,"Unable to open tickets, refresh worklist, etc",,
308653540,Lots users unable to access UD/AOTS,,
308586595,"False alarm

",,
308656218,CBS v220200259 1st mile,,
308561361,V220300535 RBNY vs CLB,,
308622605,"State of Georgia Audit Report 

",,
308654532,SIG06789 has a new WAN IP Address,,
308654872,SHK06787 has a new WAN IP Address,,
308653427,UD Tool is down || xxxxxxx/UD/cgi-bin/worklist.pl,,
308658436,"Alex, please update Mohan fall out data",,
308052430,"Requesting ""Ordering Team"" Hierarchy info from Webphone for FFLOW_244_Org_Details",,
308294326,New Field added to FFLOW_244_Org_Details,,
308510282,addtac script not working on PR poller ,,
308577589,"Not able to Launch ACAT

",,
308578800,"Proactive Ticket not triggered/created for USTENHTENBMCVCE01

",,
308435168,13942 MAR24TH 12:15 AM-2;15 AM ET,,
308605836,PCI13952 MAR24TH 4 AM-8AM ET,,
308399334,PCI 22382 MAR23 RD-24TTH 9PM-6AM ET,,
308573414,PCI 22471 MAR22ND-23TH 11:59 PM -6 AM ET,,
308439297,"Addtac is stuck in progress

",,
308645201,ORLD01P-2 / RLGH01P-1 DOWN,,
308338571,PCI =13938     Mar 18           2022  1:00AM (ET) - Mar 18 2022  3:00AM (ET),,
307895558,MRS CUBE - Add new data,,
308675459,"Call from Tech. Vinny 386-566-0039 Jacksonville, FL POP RE: Replace data cards",,
308674913,BFEC544081,,
308652728,FOX Charlotte  Lec Dispatch AN000435,,
307411271,"Need TACACS (aaa) authorization for commands on CIsco ASR 9006

",,
308681388,ESPN HSBB: Powerade Jamfest/McDonalds All American Game,,
308680567,"Need to update /etc/httpd/conf/extra/httpd-info.conf  file for access from IP 135.75

",,
308677256,"Please verify GESS managed environment involved in MSS management  path.

",,
308674556,"Remove GTAC Approver from USDA Domain

",,
308659231,"Kindly remove TACACs ID access to below user.

",,
308687715,Miami CF Stadium,,
308688536,Drive Pink Stadium,,
308677116,"ISE AES | Hello Team,We have an issue from customer at sitePlease pay attention that we already pasted the 3 mac address samples of devices that are trying to authenticate and are not reaching the guest portal to log in. BRAEBSCMOBR01WLC0002) >show client",,
308657945,"Alex, please update Mohan fall out data

",,
308672704,Request name change of service being monitored for various filebeat services on NEXTGEMs dashboard in Nagios ?,,
308590189,"GTAC Access Request - Frequency Validation

",,
308673930,Monitoring of processes on rltv10461.gcsc.att.com ?,,
308674274,Call from Tech. Jose 407-446-1902 RE: AOTS # 308496935 Amway Center,,
308321432,UD Ticket not  updating the customer Name & Site Address,,
308674101,"Kyndryl ISE Devices Add 

",,
308701682,"MCAP ""no login"" configuration for MechID: m79942 and m99532 on the following two dms servers for MCAP application
rlpv13728.gcsc.att.com
rlpv13729.gcsc.att.com

",,
308207908,Need to reset the password,,
308703250,Rec'd call from Keith/PSSI 310-775-0891 RE: V220300435 Nationwide Arena Data,,
306830111,Old IP xxxxxxx of device ITBOLCAL-AP06 should be changed to IP in xxxxxxx,,
307768120,"CE unreachable from PR, but works fine from DR",,
307533491,To include the 2 new worksheet added to the file drop \\ncdurh4braind03\FileDrop_TSS_ACD to the same model as that of others worksheets ,,
308704435,Confirmation V220300758 - LA4 RICH EISEN,,
308149611,Still can't autopick,,
308696713,BFEC698362 Failed.,,
308702048,MISSISSIPPI STATE Slot 12 down.,,
308699824,Ole Miss slot 12 down.,,
308043320,Attn: Mohan - Pull SNOW table from CyberSecurity instance to Azure,,
308713840,Diamond Sports Group-Sinclair Pistons Cloud Control (Pistons at Pacers),,
308711130,"Unable to update hostfile on rlpv10826 (Autozone)

",,
308141822,Manual Remove from Power BI ,,
307720188,Manual Remove from Power BI   ,,
307871663,Manual Remove from Power BI   ,,
308401353,Manual Remove from Power BI.   ,,
308703404,FFLOW Org 257 ADVF - Add New Search Fields ,,
308714931,Portland Trail Blazers Game # 80 Moda Center,,
308715925,Unified desktop is not working and beta also.,,
308716732,"RLPV11007 keeps being unreachable for the past 3 hours or so. Also script invoked from DURCDS002 or RLPV13101 cannot log in to RLPV11007.

",,
308410888,"please i cannot edit tickets, via AOTS remedy tool I can, but not via UD, please how and who can change my READ ONLY profile?",,
308415983,"User needs  got locked so needs to unlock or reset 

",,
308503209,Team please investigate why there was no auto detected ticket for device AAGVUSGA038-R01 on 3/17 at 4:00 PM CDT,,
308607384,"I cannot unlock a ticket, I cannot log a customer conversation (some times it fails/some times it succeeds), and the LOADING BMP DATA screen remains active and will lot complete. ",,
308574912,"I would like to have access to GPS to complete some tickets.

",,
308577828,"Please cancel OLs 7881709, 7881710 - already cancelled in Ingot

",,
308490868,"
IBM IGA (Blue Sky) / US - 7978266 / THIRD PARTY-AC...

",,
308577697,"""Your ID is not in the Web Access Group. Please contact your AT&T representative to establish correct permissions.""

",,
308571713,"OL Cancellation

",,
308572338,"Please cancel OL 7966077 - First Horizon National Corporation SR 7963019 

",,
308578899,"Asset Records updates on spread sheet 03/21/2022

",,
308586115,"Need to re-open SR 7988973 and SR line 7988973-1

",,
308580098,"Re-open Apply SID task

",,
308737258,Rutgers High Point,,
308746345,"Ticket  # 308740392  received for Non CIO  device JPIACKCHBJP01PCCE02 .  
Logged into device and observed no any outage logs .  kindly check if any issue with poller  rlpv0345

",,
308608495,"Need to add client to existing user

",,
307066320,"PartsRecInTran updating the SWSTATUS  missing if previous WHPartsShipped did not list Reserved for Transfer as initial status

",,
308588352,"Update of 2 Value Sets - 3PTY_LINE_TYPE_MAPPING and 3PTY_SUPPLIER_MAPPING for GPS to GAIM feed

",,
308576261,"Please open order list 7981970 for SR 7981968

",,
308605418,"WFM task Receive Initial OL Status was not completed

",,
308609014,"Asset Records updates on spread sheet 03/22/2022

",,
308602958,"EOL in incorrect status

",,
308750114,Voicetone OVO ticketing is not working FM client alpovo23,,
308754677,V220300735 OSCARS ARRIVAL _ INTERVIEW ROOM,,
308160734,"ISE Arcadis | Personal Device is not connecting to the IQoL_BYOD WIFI at office 15 Baby Lane, Hoosick Falls NY",,
308691345,Pending GTAC Revalidation Requests. Receive the following errors when i try to deny the revalidation: Comments For Request ID 2477581: SERVER: You must enter/select a value for this field. It is required to process this form submission.Comments For Requ,,
307284740,Getting tickets for alarms that we don't remember seeing before migration to new pollers.,,
308714199,"Cant access GTLV page, it pops a ""unable to connect"" screen  xxxxxxx


",,
308748295,MINN TIMBERWOLVES@DENVER NUGGETS 4/1/22 1700 - 4/2/22 1AM,,
308748293,MINN TIMBERWOLVES@ DENVER NUGGET 4/1/22 1700 -  4/2/22 1AM,,
308748297,MINN TIMBERWOLVES@DENVER NUGGETS 4/1/22 1700 - 4/2/22 1AM,,
308748294,MINN TIMBERWOLVES@DENVER NUGGETS 4/1/22 1700 - 4/2/22 1AM,,
308754346,V220300735 OSCARS ARRIVAL _ INTERVIEW ROOM,,
308754345,V220300735 OSCARS ARRIVAL _ INTERVIEW ROOM,,
308754351,V220300735 OSCARS ARRIVAL _ INTERVIEW ROOM,,
308754347,V220300735 OSCARS ARRIVAL _ INTERVIEW ROOM,,
308754353,V220300735 OSCARS ARRIVAL _ INTERVIEW ROOM,,
308729330,GOOD NIGHT V220300529 & V220300530,,
308734805,NCAA TOURNAMENT-EVANSVILLE,,
308765492,Reference V220100507,,
308765495,Reference V220300717,,
308766484,Reference V220300719,,
308766494,Reference V220300730,,
308766496,Reference V220300735,,
308764037,PPG Paint  lec tkt # 512672  CKT UP CLOSING TKT,,
308766485,Reference V220300723,,
308638592,ISE WK | Provide Screenshots from ISE console,,
308752783,"Tools ID unlock request - m04275

",,
308767758,Reference V220300774,,
308769539,Reference V220300775,,
308769543,Reference V220300777,,
308770139,Reference V220300778,,
308770145,Reference V220300780,,
308645446,"ERROR WHILE CLOSING A TASK in GPS

",,
308770151,Reference V220300782,,
308770594,Reference V220300783,,
308770601,Reference V220300784,,
308732157,V211000213 Equinix - Bally Sports Florida Breaking,,
308770605,Reference V220300786,,
308641848,"please reopen SR 7853277 and service line 7853277-1


",,
308642001,"Kindly reopen SR Line 7760787-4 and 7760787-5 

",,
308771720,Reference V220300791,,
308771718,Reference V220300787,,
308729315,Phoenix International Raceway - BFEC553195,,
308704422,PSSI V220300435 UFC FN97 DATA,,
308771728,Reference V220300793,,
308647886,"Remove/Null ""Date Sent to Invoicing"" on 3rd Party circuits - 2 records

",,
308687318,ESPN Spokane Test,,
308771737,Reference V220300795,,
308772466,Reference V220300796,,
308455158,"Sync Smart account not working for Kyndryl vManage, FW rules in GCSC need to be likely checked

",,
308772472,Reference V220300797,,
308767254,"Change to Approver of GTAC Requests 

",,
308773063,Reference V220300802,,
308352582,"unable to run sudo command which use to generate uid/pw for FTP ,  on newly Migrated Jumpserver (e.g. - rlpv10188) . getting authentication error.

",,
308774489,"PSSI GLOBAL UFC FN100 APRIL 29 & 30, 2022",,
308531382,"ACAT not opening

",,
308644982,"Please set OL 7897043 into status canceled

",,
308673667,Authenticating not happen checkpoint device - xxxxxxx,,
308656358,"We need level 15 username and password credentials

",,
308637638,"IBM IGA (Blue Sky) / US - 7978266 / IBM BLUE SKY

",,
308655735,"Jump Server Pollers timing out ...  

",,
308291927,Create NetBrain Domain Group for Kyndryl_DDI_Infoblox,,
307515064,IGEMS creating ticket for assets not in Action,,
308768704,"In need of an SSH Key

",,
307885684,Enable passwords are not taking as GTAC credentials Please check and advise if any Global issue ..,,
308776176,"Need to unlock GTAC core ID nk104b

",,
307788149,Blank screen when attempting to search logs,,
